deal_id,deal_amount,outcome,risk_score,win_probability,industry,sales_rep_id,cycle_bucket,risk_tier
D02666,8540,Lost,54.9,45.1,SaaS,rep_17,Long (60-90d),Medium Risk
D02667,2953,Won,56.2,43.8,EdTech,rep_6,Medium (30-60d),High Risk
D02668,15275,Won,54.3,45.7,EdTech,rep_12,Very Long (90-120d),Medium Risk
D02669,5658,Lost,54.4,45.6,HealthTech,rep_2,Long (60-90d),Medium Risk
D02670,32193,Won,56.2,43.8,Ecommerce,rep_18,Very Long (90-120d),High Risk
D02671,40903,Lost,55.6,44.4,FinTech,rep_7,Very Long (90-120d),High Risk
D02672,17441,Lost,55.6,44.4,EdTech,rep_13,Medium (30-60d),High Risk
D02673,92968,Won,54.9,45.1,FinTech,rep_16,Medium (30-60d),Medium Risk
D02674,64364,Won,53.5,46.5,FinTech,rep_5,Fast (0-30d),Medium Risk
D02675,9347,Lost,54.7,45.3,EdTech,rep_12,Very Long (90-120d),Medium Risk
D02676,7394,Lost,55.3,44.7,Ecommerce,rep_13,Long (60-90d),High Risk
D02677,13824,Won,55.0,45.0,EdTech,rep_15,Very Long (90-120d),Medium Risk
D02678,15885,Lost,55.1,44.9,SaaS,rep_24,Very Long (90-120d),High Risk
D02679,51183,Lost,56.0,44.0,Ecommerce,rep_7,Medium (30-60d),High Risk
D02680,4749,Lost,53.6,46.4,Ecommerce,rep_5,Fast (0-30d),Medium Risk
D02681,33070,Lost,54.3,45.7,FinTech,rep_1,Very Long (90-120d),Medium Risk
D02682,5959,Lost,54.5,45.5,EdTech,rep_5,Long (60-90d),Medium Risk
D02683,3267,Lost,53.1,46.9,HealthTech,rep_8,Fast (0-30d),Medium Risk
D02684,64625,Lost,53.8,46.2,FinTech,rep_19,Long (60-90d),Medium Risk
D02685,99214,Won,54.5,45.5,EdTech,rep_3,Very Long (90-120d),Medium Risk
D02686,19403,Lost,55.6,44.4,SaaS,rep_10,Very Long (90-120d),High Risk
D02687,87781,Won,55.0,45.0,FinTech,rep_23,Medium (30-60d),Medium Risk
D02688,15114,Won,55.0,45.0,EdTech,rep_25,Long (60-90d),Medium Risk
D02689,80612,Lost,55.1,44.9,SaaS,rep_6,Long (60-90d),High Risk
D02690,49202,Lost,56.6,43.4,SaaS,rep_6,Medium (30-60d),High Risk
D02691,10053,Won,54.3,45.7,FinTech,rep_14,Long (60-90d),Medium Risk
D02692,14864,Won,54.8,45.2,Ecommerce,rep_16,Medium (30-60d),Medium Risk
D02693,10267,Lost,55.1,44.9,HealthTech,rep_20,Medium (30-60d),High Risk
D02694,55183,Won,55.2,44.8,EdTech,rep_4,Long (60-90d),High Risk
D02695,11020,Won,54.8,45.2,EdTech,rep_3,Very Long (90-120d),Medium Risk
D02696,28621,Won,55.2,44.8,SaaS,rep_5,Very Long (90-120d),High Risk
D02697,4235,Lost,54.2,45.8,SaaS,rep_19,Long (60-90d),Medium Risk
D02698,7681,Lost,54.7,45.3,SaaS,rep_8,Medium (30-60d),Medium Risk
D02699,15618,Lost,54.6,45.4,FinTech,rep_1,Very Long (90-120d),Medium Risk
D02700,8910,Lost,53.3,46.7,FinTech,rep_14,Fast (0-30d),Medium Risk
D02701,13322,Lost,55.5,44.5,EdTech,rep_23,Long (60-90d),High Risk
D02702,28017,Lost,55.5,44.5,EdTech,rep_15,Medium (30-60d),High Risk
D02703,19205,Won,55.2,44.8,EdTech,rep_1,Medium (30-60d),High Risk
D02704,93129,Won,54.6,45.4,Ecommerce,rep_11,Very Long (90-120d),Medium Risk
D02705,11808,Won,53.9,46.1,HealthTech,rep_21,Medium (30-60d),Medium Risk
D02706,10499,Won,55.4,44.6,SaaS,rep_1,Medium (30-60d),High Risk
D02707,4841,Won,53.5,46.5,HealthTech,rep_2,Fast (0-30d),Medium Risk
D02708,9470,Won,56.5,43.5,Ecommerce,rep_18,Very Long (90-120d),High Risk
D02709,10495,Won,55.1,44.9,FinTech,rep_10,Very Long (90-120d),High Risk
D02710,2717,Won,54.5,45.5,Ecommerce,rep_2,Very Long (90-120d),Medium Risk
D02711,65782,Lost,55.5,44.5,EdTech,rep_24,Medium (30-60d),High Risk
D02712,4572,Lost,55.6,44.4,HealthTech,rep_14,Medium (30-60d),High Risk
D02713,5527,Won,57.1,42.9,SaaS,rep_22,Medium (30-60d),High Risk
D02714,2006,Won,55.6,44.4,EdTech,rep_2,Medium (30-60d),High Risk
D02715,75053,Lost,54.3,45.7,FinTech,rep_15,Long (60-90d),Medium Risk
D02716,6138,Won,54.5,45.5,FinTech,rep_2,Long (60-90d),Medium Risk
D02717,83647,Lost,53.5,46.5,SaaS,rep_17,Fast (0-30d),Medium Risk
D02718,18755,Lost,56.4,43.6,SaaS,rep_18,Medium (30-60d),High Risk
D02719,16641,Lost,54.4,45.6,EdTech,rep_2,Long (60-90d),Medium Risk
D02720,10626,Lost,55.0,45.0,FinTech,rep_17,Medium (30-60d),Medium Risk
D02721,2014,Won,55.0,45.0,HealthTech,rep_15,Long (60-90d),Medium Risk
D02722,49265,Won,57.0,43.0,HealthTech,rep_18,Medium (30-60d),High Risk
D02723,7151,Lost,54.5,45.5,EdTech,rep_12,Very Long (90-120d),Medium Risk
D02724,17245,Won,55.5,44.5,SaaS,rep_17,Medium (30-60d),High Risk
D02725,9654,Lost,54.6,45.4,Ecommerce,rep_12,Very Long (90-120d),Medium Risk
D02726,31718,Won,54.4,45.6,Ecommerce,rep_21,Medium (30-60d),Medium Risk
D02727,16671,Won,55.2,44.8,HealthTech,rep_25,Very Long (90-120d),High Risk
D02728,11277,Won,55.0,45.0,SaaS,rep_23,Very Long (90-120d),Medium Risk
D02729,82978,Won,54.7,45.3,FinTech,rep_1,Medium (30-60d),Medium Risk
D02730,4376,Lost,55.6,44.4,EdTech,rep_11,Medium (30-60d),High Risk
D02731,11420,Lost,53.1,46.9,Ecommerce,rep_21,Long (60-90d),Medium Risk
D02732,5209,Won,54.6,45.4,SaaS,rep_8,Medium (30-60d),Medium Risk
D02733,4384,Lost,54.1,45.9,SaaS,rep_10,Fast (0-30d),Medium Risk
D02734,94238,Won,54.7,45.3,EdTech,rep_11,Very Long (90-120d),Medium Risk
D02735,33077,Lost,54.8,45.2,HealthTech,rep_13,Long (60-90d),Medium Risk
D02736,5311,Won,54.1,45.9,FinTech,rep_8,Very Long (90-120d),Medium Risk
D02737,5834,Won,55.0,45.0,EdTech,rep_3,Medium (30-60d),Medium Risk
D02738,6152,Lost,55.1,44.9,Ecommerce,rep_13,Very Long (90-120d),High Risk
D02739,89101,Won,53.7,46.3,EdTech,rep_25,Fast (0-30d),Medium Risk
D02740,14820,Won,54.4,45.6,Ecommerce,rep_16,Long (60-90d),Medium Risk
D02741,54016,Won,55.1,44.9,EdTech,rep_5,Medium (30-60d),High Risk
D02742,9258,Lost,54.3,45.7,FinTech,rep_8,Very Long (90-120d),Medium Risk
D02743,5118,Won,53.5,46.5,SaaS,rep_4,Fast (0-30d),Medium Risk
D02744,32126,Won,54.8,45.2,FinTech,rep_24,Medium (30-60d),Medium Risk
D02745,5099,Lost,55.6,44.4,Ecommerce,rep_24,Medium (30-60d),High Risk
D02746,12289,Lost,54.5,45.5,FinTech,rep_7,Fast (0-30d),Medium Risk
D02747,4800,Lost,51.8,48.2,FinTech,rep_21,Fast (0-30d),Medium Risk
D02748,6115,Lost,55.4,44.6,EdTech,rep_24,Medium (30-60d),High Risk
D02749,6123,Lost,56.1,43.9,HealthTech,rep_1,Medium (30-60d),High Risk
D02750,10050,Won,56.8,43.2,Ecommerce,rep_22,Medium (30-60d),High Risk
D02751,15368,Won,53.7,46.3,SaaS,rep_21,Medium (30-60d),Medium Risk
D02752,3873,Won,53.1,46.9,Ecommerce,rep_21,Long (60-90d),Medium Risk
D02753,14989,Won,54.8,45.2,SaaS,rep_3,Medium (30-60d),Medium Risk
D02754,23507,Won,55.5,44.5,EdTech,rep_13,Medium (30-60d),High Risk
D02755,2306,Won,56.0,44.0,Ecommerce,rep_9,Medium (30-60d),High Risk
D02756,96530,Won,54.5,45.5,SaaS,rep_9,Long (60-90d),Medium Risk
D02757,4018,Lost,54.2,45.8,Ecommerce,rep_15,Fast (0-30d),Medium Risk
D02758,61051,Lost,54.8,45.2,HealthTech,rep_20,Very Long (90-120d),Medium Risk
D02759,33974,Won,52.7,47.3,FinTech,rep_2,Fast (0-30d),Medium Risk
D02760,9411,Won,53.7,46.3,Ecommerce,rep_14,Fast (0-30d),Medium Risk
D02761,94009,Lost,55.1,44.9,EdTech,rep_23,Very Long (90-120d),High Risk
D02762,47671,Lost,53.0,47.0,HealthTech,rep_12,Fast (0-30d),Medium Risk
D02763,70426,Lost,54.1,45.9,HealthTech,rep_12,Very Long (90-120d),Medium Risk
D02764,11856,Lost,54.1,45.9,EdTech,rep_19,Long (60-90d),Medium Risk
D02765,45700,Lost,53.7,46.3,SaaS,rep_12,Long (60-90d),Medium Risk
D02766,70858,Won,55.3,44.7,FinTech,rep_22,Long (60-90d),High Risk
D02767,15890,Lost,55.2,44.8,Ecommerce,rep_2,Medium (30-60d),High Risk
D02768,80621,Won,54.3,45.7,FinTech,rep_4,Long (60-90d),Medium Risk
D02769,17130,Lost,55.9,44.1,EdTech,rep_13,Medium (30-60d),High Risk
D02770,18295,Lost,53.4,46.6,HealthTech,rep_1,Fast (0-30d),Medium Risk
D02771,19866,Lost,55.2,44.8,SaaS,rep_24,Very Long (90-120d),High Risk
D02772,7312,Lost,55.0,45.0,Ecommerce,rep_6,Long (60-90d),Medium Risk
D02773,2910,Lost,53.6,46.4,FinTech,rep_14,Fast (0-30d),Medium Risk
D02774,4067,Won,54.2,45.8,HealthTech,rep_3,Long (60-90d),Medium Risk
D02775,69213,Won,54.6,45.4,SaaS,rep_2,Very Long (90-120d),Medium Risk
D02776,54563,Lost,54.9,45.1,FinTech,rep_17,Very Long (90-120d),Medium Risk
D02777,61551,Lost,54.6,45.4,SaaS,rep_3,Medium (30-60d),Medium Risk
D02778,3144,Lost,55.3,44.7,Ecommerce,rep_17,Long (60-90d),High Risk
D02779,7139,Lost,54.4,45.6,Ecommerce,rep_7,Fast (0-30d),Medium Risk
D02780,99886,Won,56.1,43.9,Ecommerce,rep_14,Medium (30-60d),High Risk
D02781,28876,Won,55.3,44.7,HealthTech,rep_24,Medium (30-60d),High Risk
D02782,7202,Won,55.1,44.9,SaaS,rep_13,Long (60-90d),High Risk
D02783,10710,Lost,54.8,45.2,Ecommerce,rep_20,Very Long (90-120d),Medium Risk
D02784,76256,Won,54.7,45.3,SaaS,rep_14,Long (60-90d),Medium Risk
D02785,8759,Lost,55.0,45.0,SaaS,rep_20,Very Long (90-120d),Medium Risk
D02786,65576,Lost,54.0,46.0,Ecommerce,rep_25,Fast (0-30d),Medium Risk
D02787,32840,Won,53.6,46.4,EdTech,rep_1,Fast (0-30d),Medium Risk
D02788,71808,Won,55.2,44.8,HealthTech,rep_7,Fast (0-30d),High Risk
D02789,18198,Lost,53.8,46.2,SaaS,rep_19,Long (60-90d),Medium Risk
D02790,11204,Lost,54.0,46.0,EdTech,rep_19,Long (60-90d),Medium Risk
D02791,7588,Lost,56.1,43.9,HealthTech,rep_22,Very Long (90-120d),High Risk
D02792,71504,Lost,55.0,45.0,FinTech,rep_14,Very Long (90-120d),Medium Risk
D02793,3313,Lost,56.5,43.5,FinTech,rep_18,Medium (30-60d),High Risk
D02794,7729,Lost,53.7,46.3,SaaS,rep_21,Very Long (90-120d),Medium Risk
D02795,81827,Lost,55.1,44.9,HealthTech,rep_17,Very Long (90-120d),High Risk
D02796,12761,Won,55.1,44.9,FinTech,rep_6,Very Long (90-120d),High Risk
D02797,2184,Won,54.2,45.8,EdTech,rep_16,Long (60-90d),Medium Risk
D02798,18309,Lost,56.0,44.0,SaaS,rep_6,Long (60-90d),High Risk
D02799,2150,Lost,54.9,45.1,SaaS,rep_4,Very Long (90-120d),Medium Risk
D02800,3416,Won,53.4,46.6,FinTech,rep_14,Fast (0-30d),Medium Risk
D02801,7359,Won,56.9,43.1,EdTech,rep_22,Medium (30-60d),High Risk
D02802,17409,Won,54.3,45.7,SaaS,rep_5,Long (60-90d),Medium Risk
D02803,10031,Lost,55.6,44.4,SaaS,rep_13,Medium (30-60d),High Risk
D02804,12165,Won,54.6,45.4,FinTech,rep_3,Medium (30-60d),Medium Risk
D02805,8501,Lost,55.9,44.1,EdTech,rep_24,Medium (30-60d),High Risk
D02806,38704,Won,54.7,45.3,HealthTech,rep_23,Long (60-90d),Medium Risk
D02807,22380,Won,53.7,46.3,SaaS,rep_14,Fast (0-30d),Medium Risk
D02808,7802,Lost,55.4,44.6,HealthTech,rep_23,Medium (30-60d),High Risk
D02809,78334,Lost,54.1,45.9,EdTech,rep_8,Long (60-90d),Medium Risk
D02810,14628,Lost,54.6,45.4,EdTech,rep_20,Very Long (90-120d),Medium Risk
D02811,86393,Lost,55.8,44.2,Ecommerce,rep_6,Medium (30-60d),High Risk
D02812,89667,Won,52.8,47.2,FinTech,rep_8,Fast (0-30d),Medium Risk
D02813,2964,Lost,55.3,44.7,HealthTech,rep_5,Very Long (90-120d),High Risk
D02814,7987,Won,55.5,44.5,EdTech,rep_11,Very Long (90-120d),High Risk
D02815,9752,Lost,55.9,44.1,HealthTech,rep_18,Long (60-90d),High Risk
D02816,15244,Lost,55.6,44.4,Ecommerce,rep_3,Medium (30-60d),High Risk
D02817,65695,Lost,54.8,45.2,FinTech,rep_6,Long (60-90d),Medium Risk
D02818,21017,Lost,54.7,45.3,Ecommerce,rep_9,Long (60-90d),Medium Risk
D02819,96901,Lost,54.8,45.2,Ecommerce,rep_1,Very Long (90-120d),Medium Risk
D02820,99206,Lost,52.6,47.4,SaaS,rep_19,Fast (0-30d),Medium Risk
D02821,47688,Lost,55.5,44.5,SaaS,rep_24,Medium (30-60d),High Risk
D02822,18072,Lost,52.7,47.3,FinTech,rep_21,Long (60-90d),Medium Risk
D02823,21121,Won,55.3,44.7,HealthTech,rep_16,Very Long (90-120d),High Risk
D02824,18706,Lost,55.0,45.0,EdTech,rep_15,Long (60-90d),Medium Risk
D02825,6763,Lost,52.1,47.9,EdTech,rep_21,Fast (0-30d),Medium Risk
D02826,34303,Lost,54.9,45.1,EdTech,rep_1,Very Long (90-120d),Medium Risk
D02827,94408,Won,55.5,44.5,SaaS,rep_15,Long (60-90d),High Risk
D02828,16140,Lost,54.2,45.8,Ecommerce,rep_3,Long (60-90d),Medium Risk
D02829,84068,Lost,55.1,44.9,Ecommerce,rep_2,Medium (30-60d),High Risk
D02830,18433,Won,54.0,46.0,FinTech,rep_21,Medium (30-60d),Medium Risk
D02831,11233,Won,55.0,45.0,HealthTech,rep_1,Long (60-90d),Medium Risk
D02832,2354,Won,55.2,44.8,HealthTech,rep_25,Long (60-90d),High Risk
D02833,7688,Won,54.3,45.7,Ecommerce,rep_20,Long (60-90d),Medium Risk
D02834,12388,Lost,54.8,45.2,Ecommerce,rep_10,Fast (0-30d),Medium Risk
D02835,4823,Won,54.7,45.3,FinTech,rep_2,Medium (30-60d),Medium Risk
D02836,67245,Won,53.2,46.8,Ecommerce,rep_16,Fast (0-30d),Medium Risk
D02837,32221,Won,53.7,46.3,FinTech,rep_16,Long (60-90d),Medium Risk
D02838,39585,Won,53.4,46.6,FinTech,rep_21,Very Long (90-120d),Medium Risk
D02839,12068,Lost,55.0,45.0,EdTech,rep_12,Medium (30-60d),Medium Risk
D02840,19562,Lost,53.8,46.2,Ecommerce,rep_16,Fast (0-30d),Medium Risk
D02841,3121,Won,55.2,44.8,SaaS,rep_24,Medium (30-60d),High Risk
D02842,72469,Lost,53.5,46.5,HealthTech,rep_24,Fast (0-30d),Medium Risk
D02843,17244,Won,56.0,44.0,FinTech,rep_22,Very Long (90-120d),High Risk
D02844,23113,Won,54.4,45.6,FinTech,rep_11,Long (60-90d),Medium Risk
D02845,13068,Lost,54.1,45.9,Ecommerce,rep_20,Long (60-90d),Medium Risk
D02846,51151,Won,53.9,46.1,FinTech,rep_19,Very Long (90-120d),Medium Risk
D02847,2921,Lost,54.3,45.7,FinTech,rep_16,Long (60-90d),Medium Risk
D02848,39047,Won,53.8,46.2,Ecommerce,rep_21,Very Long (90-120d),Medium Risk
D02849,12687,Lost,54.6,45.4,SaaS,rep_24,Long (60-90d),Medium Risk
D02850,87967,Won,55.3,44.7,HealthTech,rep_3,Medium (30-60d),High Risk
D02851,85964,Won,55.4,44.6,EdTech,rep_5,Medium (30-60d),High Risk
D02852,8318,Won,54.7,45.3,EdTech,rep_5,Long (60-90d),Medium Risk
D02853,19384,Lost,56.2,43.8,SaaS,rep_18,Medium (30-60d),High Risk
D02854,12466,Lost,54.9,45.1,Ecommerce,rep_15,Very Long (90-120d),Medium Risk
D02855,40074,Lost,54.7,45.3,Ecommerce,rep_5,Long (60-90d),Medium Risk
D02856,29332,Lost,54.5,45.5,FinTech,rep_9,Very Long (90-120d),Medium Risk
D02857,18575,Lost,55.4,44.6,Ecommerce,rep_11,Medium (30-60d),High Risk
D02858,14576,Won,54.6,45.4,EdTech,rep_19,Medium (30-60d),Medium Risk
D02859,3009,Won,56.1,43.9,EdTech,rep_22,Long (60-90d),High Risk
D02860,95602,Won,55.0,45.0,SaaS,rep_20,Very Long (90-120d),Medium Risk
D02861,7754,Won,54.7,45.3,Ecommerce,rep_25,Long (60-90d),Medium Risk
D02862,9695,Lost,53.6,46.4,EdTech,rep_2,Fast (0-30d),Medium Risk
D02863,17782,Won,53.3,46.7,EdTech,rep_21,Long (60-90d),Medium Risk
D02864,26716,Won,53.0,47.0,FinTech,rep_2,Fast (0-30d),Medium Risk
D02865,8787,Won,54.5,45.5,Ecommerce,rep_19,Very Long (90-120d),Medium Risk
D02866,21566,Lost,54.5,45.5,Ecommerce,rep_20,Very Long (90-120d),Medium Risk
D02867,63746,Lost,54.2,45.8,Ecommerce,rep_20,Long (60-90d),Medium Risk
D02868,13677,Won,55.5,44.5,EdTech,rep_25,Medium (30-60d),High Risk
D02869,19776,Won,55.4,44.6,EdTech,rep_2,Medium (30-60d),High Risk
D02870,15276,Lost,54.7,45.3,SaaS,rep_25,Very Long (90-120d),Medium Risk
D02871,16686,Lost,54.3,45.7,FinTech,rep_25,Very Long (90-120d),Medium Risk
D02872,71247,Lost,54.7,45.3,EdTech,rep_3,Medium (30-60d),Medium Risk
D02873,4764,Won,53.6,46.4,FinTech,rep_24,Fast (0-30d),Medium Risk
D02874,17462,Won,56.3,43.7,EdTech,rep_6,Medium (30-60d),High Risk
D02875,2895,Lost,55.2,44.8,SaaS,rep_23,Long (60-90d),High Risk
D02876,99913,Won,55.1,44.9,HealthTech,rep_20,Medium (30-60d),High Risk
D02877,2964,Lost,54.9,45.1,HealthTech,rep_24,Very Long (90-120d),Medium Risk
D02878,10421,Won,54.2,45.8,SaaS,rep_12,Very Long (90-120d),Medium Risk
D02879,41491,Lost,54.7,45.3,SaaS,rep_16,Medium (30-60d),Medium Risk
D02880,53473,Lost,54.9,45.1,Ecommerce,rep_9,Very Long (90-120d),Medium Risk
D02881,83147,Lost,53.8,46.2,Ecommerce,rep_9,Fast (0-30d),Medium Risk
D02882,6088,Lost,53.0,47.0,HealthTech,rep_12,Fast (0-30d),Medium Risk
D02883,79637,Won,55.2,44.8,Ecommerce,rep_17,Very Long (90-120d),High Risk
D02884,5702,Lost,55.0,45.0,FinTech,rep_1,Medium (30-60d),Medium Risk
D02885,13378,Lost,55.1,44.9,Ecommerce,rep_23,Very Long (90-120d),High Risk
D02886,87624,Won,55.3,44.7,HealthTech,rep_4,Long (60-90d),High Risk
D02887,14912,Lost,55.5,44.5,EdTech,rep_3,Medium (30-60d),High Risk
D02888,3966,Won,54.4,45.6,SaaS,rep_11,Very Long (90-120d),Medium Risk
D02889,2836,Lost,55.5,44.5,EdTech,rep_15,Medium (30-60d),High Risk
D02890,7531,Won,55.2,44.8,HealthTech,rep_14,Very Long (90-120d),High Risk
D02891,3540,Won,56.4,43.6,SaaS,rep_7,Very Long (90-120d),High Risk
D02892,2389,Lost,55.3,44.7,EdTech,rep_23,Long (60-90d),High Risk
D02893,62743,Won,54.9,45.1,SaaS,rep_3,Medium (30-60d),Medium Risk
D02894,88591,Won,53.9,46.1,Ecommerce,rep_13,Fast (0-30d),Medium Risk
D02895,6962,Lost,54.7,45.3,HealthTech,rep_17,Long (60-90d),Medium Risk
D02896,48864,Won,53.1,46.9,SaaS,rep_20,Fast (0-30d),Medium Risk
D02897,11407,Won,55.3,44.7,EdTech,rep_14,Very Long (90-120d),High Risk
D02898,6436,Won,55.0,45.0,SaaS,rep_5,Medium (30-60d),Medium Risk
D02899,16287,Won,54.2,45.8,EdTech,rep_8,Very Long (90-120d),Medium Risk
D02900,54859,Lost,54.0,46.0,EdTech,rep_25,Fast (0-30d),Medium Risk
D02901,10114,Won,54.2,45.8,EdTech,rep_2,Fast (0-30d),Medium Risk
D02902,5848,Lost,54.7,45.3,HealthTech,rep_8,Medium (30-60d),Medium Risk
D02903,13114,Won,55.8,44.2,HealthTech,rep_25,Very Long (90-120d),High Risk
D02904,49220,Lost,54.8,45.2,FinTech,rep_15,Medium (30-60d),Medium Risk
D02905,67144,Lost,53.2,46.8,EdTech,rep_21,Long (60-90d),Medium Risk
D02906,4812,Won,54.9,45.1,SaaS,rep_9,Long (60-90d),Medium Risk
D02907,43372,Won,56.0,44.0,HealthTech,rep_23,Very Long (90-120d),High Risk
D02908,7648,Lost,55.4,44.6,HealthTech,rep_6,Long (60-90d),High Risk
D02909,23149,Won,54.8,45.2,EdTech,rep_20,Medium (30-60d),Medium Risk
D02910,4006,Won,54.7,45.3,SaaS,rep_8,Very Long (90-120d),Medium Risk
D02911,92053,Won,54.8,45.2,SaaS,rep_11,Long (60-90d),Medium Risk
D02912,3693,Lost,55.8,44.2,Ecommerce,rep_13,Medium (30-60d),High Risk
D02913,9161,Lost,53.5,46.5,Ecommerce,rep_20,Fast (0-30d),Medium Risk
D02914,18020,Won,54.9,45.1,EdTech,rep_1,Long (60-90d),Medium Risk
D02915,19633,Won,55.8,44.2,SaaS,rep_10,Long (60-90d),High Risk
D02916,3314,Lost,54.9,45.1,FinTech,rep_5,Medium (30-60d),Medium Risk
D02917,7325,Won,53.7,46.3,HealthTech,rep_21,Very Long (90-120d),Medium Risk
D02918,4618,Lost,57.2,42.8,HealthTech,rep_22,Medium (30-60d),High Risk
D02919,23371,Lost,54.7,45.3,EdTech,rep_5,Long (60-90d),Medium Risk
D02920,42089,Won,55.4,44.6,FinTech,rep_10,Very Long (90-120d),High Risk
D02921,8361,Won,55.4,44.6,FinTech,rep_6,Long (60-90d),High Risk
D02922,28012,Lost,55.9,44.1,Ecommerce,rep_10,Long (60-90d),High Risk
D02923,13323,Won,54.7,45.3,SaaS,rep_3,Long (60-90d),Medium Risk
D02924,54339,Lost,54.6,45.4,FinTech,rep_16,Medium (30-60d),Medium Risk
D02925,5502,Lost,53.0,47.0,HealthTech,rep_16,Fast (0-30d),Medium Risk
D02926,31313,Won,53.2,46.8,FinTech,rep_17,Fast (0-30d),Medium Risk
D02927,41333,Lost,53.7,46.3,FinTech,rep_20,Long (60-90d),Medium Risk
D02928,4952,Won,55.0,45.0,SaaS,rep_4,Medium (30-60d),Medium Risk
D02929,93608,Won,54.8,45.2,Ecommerce,rep_4,Very Long (90-120d),Medium Risk
D02930,12921,Won,55.1,44.9,HealthTech,rep_1,Long (60-90d),High Risk
D02931,4380,Lost,54.8,45.2,HealthTech,rep_8,Very Long (90-120d),Medium Risk
D02932,15042,Won,55.9,44.1,SaaS,rep_9,Very Long (90-120d),High Risk
D02933,13681,Lost,54.8,45.2,HealthTech,rep_5,Very Long (90-120d),Medium Risk
D02934,85203,Won,54.8,45.2,FinTech,rep_24,Medium (30-60d),Medium Risk
D02935,44636,Lost,55.2,44.8,HealthTech,rep_13,Very Long (90-120d),High Risk
D02936,17728,Won,54.1,45.9,Ecommerce,rep_20,Long (60-90d),Medium Risk
D02937,4030,Won,54.6,45.4,FinTech,rep_16,Very Long (90-120d),Medium Risk
D02938,26364,Lost,54.6,45.4,HealthTech,rep_7,Fast (0-30d),Medium Risk
D02939,13531,Won,55.8,44.2,SaaS,rep_10,Very Long (90-120d),High Risk
D02940,8085,Won,54.5,45.5,SaaS,rep_5,Long (60-90d),Medium Risk
D02941,12494,Lost,56.7,43.3,SaaS,rep_7,Medium (30-60d),High Risk
D02942,4546,Lost,52.9,47.1,SaaS,rep_16,Fast (0-30d),Medium Risk
D02943,7201,Lost,54.7,45.3,FinTech,rep_1,Medium (30-60d),Medium Risk
D02944,13098,Won,55.9,44.1,Ecommerce,rep_17,Medium (30-60d),High Risk
D02945,10134,Won,55.2,44.8,Ecommerce,rep_4,Medium (30-60d),High Risk
D02946,9996,Lost,55.0,45.0,FinTech,rep_10,Long (60-90d),Medium Risk
D02947,5599,Won,55.3,44.7,HealthTech,rep_23,Very Long (90-120d),High Risk
D02948,2835,Won,54.5,45.5,FinTech,rep_13,Long (60-90d),Medium Risk
D02949,64536,Lost,55.5,44.5,EdTech,rep_13,Very Long (90-120d),High Risk
D02950,11792,Won,55.8,44.2,FinTech,rep_9,Medium (30-60d),High Risk
D02951,66422,Won,54.7,45.3,FinTech,rep_14,Very Long (90-120d),Medium Risk
D02952,5388,Won,53.4,46.6,HealthTech,rep_25,Fast (0-30d),Medium Risk
D02953,36476,Lost,53.8,46.2,Ecommerce,rep_21,Long (60-90d),Medium Risk
D02954,62577,Lost,55.0,45.0,SaaS,rep_1,Medium (30-60d),Medium Risk
D02955,2696,Lost,54.5,45.5,FinTech,rep_4,Very Long (90-120d),Medium Risk
D02956,56057,Lost,56.4,43.6,EdTech,rep_18,Very Long (90-120d),High Risk
D02957,14880,Won,54.1,45.9,SaaS,rep_11,Long (60-90d),Medium Risk
D02958,57366,Won,55.1,44.9,SaaS,rep_14,Very Long (90-120d),High Risk
D02959,15798,Lost,53.1,46.9,EdTech,rep_16,Fast (0-30d),Medium Risk
D02960,7885,Won,54.6,45.4,Ecommerce,rep_10,Fast (0-30d),Medium Risk
D02961,73647,Won,54.9,45.1,HealthTech,rep_18,Fast (0-30d),Medium Risk
D02962,7885,Lost,54.9,45.1,FinTech,rep_15,Long (60-90d),Medium Risk
D02963,18424,Lost,54.6,45.4,HealthTech,rep_3,Very Long (90-120d),Medium Risk
D02964,10846,Won,55.5,44.5,HealthTech,rep_25,Medium (30-60d),High Risk
D02965,19680,Lost,52.7,47.3,SaaS,rep_19,Fast (0-30d),Medium Risk
D02966,55903,Won,53.8,46.2,Ecommerce,rep_23,Fast (0-30d),Medium Risk
D02967,28486,Won,54.2,45.8,SaaS,rep_2,Long (60-90d),Medium Risk
D02968,2950,Lost,55.5,44.5,EdTech,rep_13,Very Long (90-120d),High Risk
D02969,8988,Lost,55.6,44.4,HealthTech,rep_10,Long (60-90d),High Risk
D02970,64103,Lost,54.3,45.7,Ecommerce,rep_8,Very Long (90-120d),Medium Risk
D02971,35859,Won,53.2,46.8,HealthTech,rep_11,Fast (0-30d),Medium Risk
D02972,24036,Lost,53.5,46.5,HealthTech,rep_25,Fast (0-30d),Medium Risk
D02973,5374,Lost,55.6,44.4,EdTech,rep_14,Medium (30-60d),High Risk
D02974,15526,Lost,55.0,45.0,SaaS,rep_13,Long (60-90d),Medium Risk
D02975,5869,Won,53.2,46.8,HealthTech,rep_2,Fast (0-30d),Medium Risk
D02976,76969,Lost,54.8,45.2,FinTech,rep_6,Long (60-90d),Medium Risk
D02977,12472,Lost,54.9,45.1,Ecommerce,rep_5,Very Long (90-120d),Medium Risk
D02978,10883,Lost,54.8,45.2,EdTech,rep_16,Long (60-90d),Medium Risk
D02979,67244,Won,54.2,45.8,SaaS,rep_3,Long (60-90d),Medium Risk
